objectId,admin3_code,admin2_code,ACL,admin1_code,name,dem,latitude,population,updatedAt,alternatenames,longitude,feature_class,modification_date,cc2,country_code,feature_code,geonameid,ascii_name,timezone,createdAt,elevation
FHMWqEorIX,,604,null,25,Vandal_r,33,12.8924,13715,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vandalur,Vandal_r",80.08079,P,10/14/14,,IN,PPL,1253454,Vandalur,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
PlSRiZAuxb,,529,null,16,Vengurla,17,15.86125,12498,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vengurla,oyenagurala,raenagurala,vengurla,wen ge wu er la,wngwrla,wyngrla,_______,_______,________,_________,__________,________,_____",73.63182,P,10/13/14,,IN,PPL,1253257,Vengurla,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
6Rybw9kIXI,,544,null,2,Vepagunta,54,17.77844,26881,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),,83.21577,P,10/10/14,,IN,PPL,1253242,Vepagunta,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
HVreb0w9Xu,,197,null,36,Varanasi,86,25.31668,1164404,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Banaras,Banares,Ban_ras,Benares,Benar�s,Kashi,Kasi,K_si,VNS,Varanasi,Varanasio,Varanasis,Varanassi,V�r�nas�,V_r_nasi,Waranasi,balanasi,baranasi,bnars,faranasy,kasi,pha ran si,varanaci,varanasi,wa la na xi,waranashi,waranasy,waransy,________,_____,________,________,_______,_______,____,_______,_______,_______,_______,_______,____,____",83.01041,P,5/7/19,,IN,PPL,1253405,Varanasi,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
jSZLfKaEyM,,601,null,13,Vett_r,30,8.71742,37219,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vetchur,Vettoor,Vettur,Vett_r",76.72582,P,6/10/20,,IN,PPL,1253216,Vettur,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
bFz7nwUBE6,,605,null,25,Vellore,218,12.9184,177081,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vellor,Vellore,Velluru,Velur,Veluru,belloleu,bellore,bhellora,vellor,vellora,vellura,velluru,velur,velura,vu~eruru,wei luo er,wylwr,______,_______,______,_____,_______,_______,________,_______,________,_____,_______,______,________,_______,______,___,___",79.13255,P,9/5/19,,IN,PPL,1253286,Vellore,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
nv7F73b2bS,,479,null,9,V_s_vadar,140,21.33954,18382,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Visavadar,Visavedar,V_s_vadar",70.74966,P,6/10/20,,IN,PPL,1253105,Visavadar,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
3IitQw3MSm,,610,null,25,Vijayapuri,303,11.2453,6651,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),Vijayapuri,77.50066,P,4/6/17,,IN,PPL,1253186,Vijayapuri,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
uvLpmDRbU6,,548,null,2,Vinukonda,96,16.0531,61326,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),Vinukonda,79.73964,P,1/7/16,,IN,PPL,1253150,Vinukonda,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
zzWrY9Nzgl,,145,null,36,Vrind_van,179,27.58105,60195,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Brindaban,Brind_ban,Vrindaban,Vrindavan,Vrind_ban,Vrind_van,_________",77.69662,P,8/7/15,,IN,PPL,1253079,Vrindavan,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
u8tfQGlzIe,,601,null,13,Varkala,48,8.7333,43276,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Varkala,barakala,varkal,varkala,varkale,varkkalai,wa er ka la,wrkla,_______,_____,______,______,______,_____,________,______,____",76.7167,P,10/13/14,,IN,PPL,1253392,Varkala,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
OOF66Bxr3e,,609,null,25,Velur,136,11.10825,18951,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Velur,Vel_r",78.00113,P,10/14/14,,IN,PPL,1253278,Velur,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
xg3FUjTcYr,,632,null,25,Vettaikkaranpudur,284,10.56207,18128,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vettagaranpudur,Vettaikkaranpudur,Vettaikk_ranpud_r,Vettakkaranpudur,Vettakk_ranpud_r",76.91305,P,10/14/14,,IN,PPL,1253219,Vettaikkaranpudur,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
377svCzxT2,,612,null,25,Vattalkundu,237,10.16069,22638,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),,77.75883,P,10/14/14,,IN,PPL,1253352,Vattalkundu,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
jWauKBuBT6,,490,null,9,V_nsada,116,20.75817,12703,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Bansda,B_nsda,Vansada,V_nsada,Wansda,W_nsda",73.36389,P,10/13/14,,IN,PPL,1253425,Vansada,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
4Ymq4Gn9Km,,585,null,33,Valpoy,31,15.53239,8330,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Valpoi,Valpoi Town,Valpoy",74.13671,P,11/8/15,,IN,PPL,1253471,Valpoy,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
5ra3vIqiaF,,586,null,33,Varca,15,15.23237,5079,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),Varca,73.94311,P,10/14/14,,IN,PPL,1253401,Varca,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
rFZSIDs0Ah,,598,null,13,Vayal_r,9,9.71158,25094,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vayalar,Vayal_r,vayalaru,______",76.33888,P,4/6/17,,IN,PPL,1253340,Vayalar,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
KX9Ps5HoEV,,606,null,25,Vandav_si,79,12.50429,31530,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vandavasi,Vandav_si,Wandiwash,Wandiw_sh",79.60556,P,10/14/14,,IN,PPL,1253452,Vandavasi,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
4V2HTLUxuz,,675,null,9,Ver_val,10,20.9077,163326,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Veraval,Ver_val",70.36786,P,5/28/18,,IN,PPLA2,1253237,Veraval,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
XuPHfESJj7,,618,null,25,Velankanni,3,10.68333,10000,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vailankanni,Velangann,Velanganni,Velankanni,Vel_nganni,velankanni,___________",79.83333,P,2/11/16,,IN,PPL,1253308,Velankanni,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
tDOZ8ju6aB,,628,null,25,V_sudevanall_r,181,9.24171,19021,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Vasudevanallur,V_sudevanall_r",77.41177,P,9/5/17,,IN,PPL,1253357,Vasudevanallur,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
TrYPDVFvBb,,499,null,16,Varangaon,223,21.01767,44067,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),Varangaon,75.91042,P,1/7/16,,IN,PPL,1253403,Varangaon,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
RB1HlyCTFd,,491,null,9,Vals_d,12,20.61013,72929,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),"Bulsar,Buls_r,Valsad,Vals_d,Walsad,Wals_d",72.93428,P,6/6/16,,IN,PPLA2,1253468,Valsad,Asia/Kolkata,Wed Oct 07 2020 23:51:28 GMT+0530 (India Standard Time),
DjFhBKEN6L,,607,null,25,Valavanur,34,11.92094,14463,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Valavanur,Valavan_r",79.58239,P,10/14/14,,IN,PPL,1253490,Valavanur,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
12LFrRJfKd,,632,null,25,Valparai,1062,10.32691,90353,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Valparai,V_lp_rai",76.95116,P,10/14/14,,IN,PPL,1253472,Valparai,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
u6oCxkAKjb,,620,null,25,Vallam,80,10.71988,14935,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Vallam,79.05981,P,7/4/17,,IN,PPL,1253481,Vallam,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
pjwALsWGyl,,589,null,13,Azhikkal,1,11.94043,8117,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Azhikal,Azhikkal,Baliapatam,Beliapatanam,Valapattanam,Valarpattanam",75.30512,P,11/15/19,,IN,PPL,1253500,Azhikkal,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
PRt8mBzI6M,,481,null,9,Valabh_pur,22,21.88868,18663,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vala,Valabhipur,Valabh_pur,Vallabhipur",71.87935,P,6/10/20,,IN,PPL,1253512,Valabhipur,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
T7cMH7Iq87,,482,null,9,Vallabh Vidyanagar,36,22.53333,32581,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vallabh,Vallabh Vidhyanagar,Vallabh Vidyanagar",72.9,P,10/13/14,,IN,PPL,1253482,Vallabh Vidyanagar,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
AySGTYb0uN,,619,null,25,Valangaiman,30,10.89012,11550,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),,79.39322,P,10/14/14,,IN,PPL,1253504,Valangaiman,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
A6CMq1GaaV,,486,null,9,V_ghodia,54,22.30505,14606,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vaghodia,V_ghodia,Waghoria",73.40016,P,6/10/20,,IN,PPL,1253559,Vaghodia,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
VT75AiJiCv,,515,null,16,Vaij_pur,534,19.92672,40043,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vaijapur,Vaij_pur",74.7275,P,10/13/14,,IN,PPL,1253545,Vaijapur,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
aHhRGeN8bU,,597,null,13,Vaikam,14,9.74858,22807,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vaikam,Vaikom",76.39637,P,4/6/17,,IN,PPL,1253544,Vaikam,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
1Gzms0ldHk,,550,null,2,Vadlap_di,33,14.31119,17881,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),,79.8043,P,1/4/17,,IN,PPL,1253578,Vadlapudi,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
6ko6VL4dGZ,,612,null,25,Vadamadurai,293,10.44081,15886,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vada-Madura,Vadamadurai",78.09784,P,8/2/17,,IN,PPL,1253595,Vadamadurai,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
Ch1B7OhWGY,,182,null,36,Utraula,109,27.31933,28437,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Utraula,Utraul_",82.41872,P,8/7/15,,IN,PPL,1253638,Utraula,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
pnUFnP4jtA,,471,null,9,Vadnagar,172,23.78593,24832,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Vadnagar,72.63893,P,10/13/14,,IN,PPL,1253577,Vadnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
uK8pO08f1w,,623,null,25,V_dippatti,193,10.08481,22441,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vadipatti,Vadippatti",77.96113,P,6/26/16,,IN,PPL,1253579,Vadippatti,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
ZsVkyvu6PT,,633,null,25,_ttukkuli,295,11.16892,7508,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uttukkuli,Uttukuli,_ttukkuli",77.45431,P,6/10/20,,IN,PPL,1253621,Uttukkuli,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
6O8Dr9on32,,604,null,25,Uttiramer_r,63,12.61433,24315,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uttaramerur,Uttaramer_r,Uttiramerur,Uttiramer_r",79.75748,P,10/14/14,,IN,PPL,1253623,Uttiramerur,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
5YAv4PpiIf,,628,null,25,Vadakku Valliy_r,106,8.38286,24749,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),,77.61221,P,8/2/17,,IN,PPL,1253605,Vadakku Valliyur,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
2d5ZLs8GHY,,624,null,25,Uttamap_laiyam,386,9.80701,22778,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uthamapalayam,Uttamapalaiyam",77.32718,P,6/27/16,,IN,PPL,1253635,Uttamapalaiyam,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
WAhbwbVSaX,,486,null,9,Vadodara,46,22.29941,1409476,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"BDQ,Baroda,Vadodara,Vapadedara,ba luo da,badodala,barodara,fadwdara,radodara,vadeadara,vadodara,vatotara,vu~adodara,wadwdara,wdwdrh,_a___a_a,________,________,________,________,________,______,______,_______,______,______,_______,______,______,______,_______,______,_____,______,_____,________,_____,_______,___,____",73.20812,P,10/13/14,,IN,PPL,1253573,Vadodara,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
MlXTi89SpV,,56,null,39,Uttark_shi,1147,30.72986,17123,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Barahat,B_r_h_t,Uttarkashi,Uttark_shi",78.44342,P,10/14/14,,IN,PPL,1253628,Uttarkashi,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
cYeTCYENfC,,517,null,16,V_da,60,19.65347,15474,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Vada,V_da",73.14811,P,10/13/14,,IN,PPL,1253610,Vada,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
m9eh50iBoG,,149,null,36,Usehat,162,27.79796,15068,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Usehat,79.23763,P,8/7/15,,IN,PPL,1253673,Usehat,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
dts62fBPio,,492,null,9,Utr_n,14,21.23333,14855,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Utran,Utr_n",72.86667,P,10/13/14,,IN,PPL,1253640,Utran,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
SxFTVfpCIL,,623,null,25,Usilampatti,217,9.96936,30675,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Usilampatti,77.78621,P,10/14/14,,IN,PPL,1253671,Usilampatti,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
Sc43bS6exO,,156,null,36,Unn_o,134,26.54706,161671,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Unao,Unnao,Unn_o",80.48781,P,6/10/20,,IN,PPL,1253747,Unnao,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
ZJQuKrjH4n,,,null,12,Uri,1371,34.08064,6755,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Uri,74.05088,P,8/7/15,,IN,PPL,1253694,Uri,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
eYOqfq0ios,,120,null,24,Uni_ra,352,26.15336,11441,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uniara,Uniyara Khurd,Uniy_ra Khurd,Uni_ra",75.21523,P,7/3/15,,IN,PPL,1253751,Uniara,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
ncDAi2KGjw,,476,null,9,Upleta,43,21.74015,56354,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Upleta,70.28256,P,10/13/14,,IN,PPL,1253736,Upleta,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
kqFuGx123G,,614,null,25,Uppiliyapuram,180,11.26356,6900,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uppiliapuram,Uppiliyapuram",78.5139,P,10/4/17,,IN,PPL,1253719,Uppiliyapuram,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
qrXsvTDC0s,,469,null,9,Un,49,23.88745,30671,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Un,71.76975,P,10/13/14,,IN,PPL,1253786,Un,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
q6uHy6Qwf2,,,null,37,Umarkot,615,19.66529,27545,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),,82.20629,P,2/8/13,,IN,PPL,1253860,Umarkot,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
hWSquLF6TK,,420,null,35,Umri,150,26.51056,9364,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Umri,78.93667,P,12/4/18,,IN,PPL,1253796,Umri,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
baiHIuP8wI,,553,null,2,Uravakonda,473,14.94348,33495,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Uravakonda,77.25494,P,9/5/17,,IN,PPL,1253698,Uravakonda,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
Luc3jlsDNa,,479,null,9,Una,29,20.82318,56545,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Una,71.03795,P,10/13/14,,IN,PPL,1253783,Una,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
9OsnqOiGLK,,537,null,40,Uppal Kalan,502,17.40577,118259,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Oopal,Pedda Uppal,Upal,Uppal,Uppal Kalan",78.55911,P,10/10/14,,IN,PPL,1253744,Uppal Kalan,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
xAiryExJQd,,435,null,35,Unhel,485,23.33794,15837,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Unhel,75.55931,P,10/14/14,,IN,PPL,1253754,Unhel,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
HEFMpq2E1x,,29,null,11,Una,395,31.46493,17569,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Una,76.26914,P,10/13/14,,IN,PPL,1253782,Una,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
0VCmH39pnp,,520,null,16,Uran,7,18.87813,25598,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uran,arn,urana,____,___,___,____",72.93924,P,10/13/14,,IN,PPL,1253702,Uran,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
OSuikq6jPt,,471,null,9,Unjha,116,23.80366,54620,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Unjha,72.39101,P,10/13/14,,IN,PPL,1253750,Unjha,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
qZ7Ka9SEDq,,482,null,9,Umreth,59,22.69881,32802,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Umreth,73.11561,P,10/13/14,,IN,PPL,1253805,Umreth,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
af1E8rIBCp,,517,null,16,Ulhasnagar,10,19.21667,516584,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Ulasnagar,Ulhasnagar,Ulh_snagar,Ulkhasnagar,al_asngr,awlasnagr,awlhsngr,ul'hasanagara,ulahasanagara,ulhaseunagaleu,ullasanagara,uruhasunagaru,wu er ha si ne ge er,_________,__________,_____ ___ _____,________,_______,_________,________,_________,_________,________,________,_______,______",73.15,P,10/13/14,,IN,PPL,1253894,Ulhasnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
Kv5rTG0abA,,80,null,10,Ukl_na,222,29.51124,11908,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uklana,Uklana Mandi,Ukl_na",75.87823,P,6/10/20,,IN,PPL,1253901,Uklana,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
ovhIe4zf2l,,431,null,35,Umaria,463,23.52473,29740,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Umaria,Umari_",80.83716,P,7/28/16,,IN,PPL,1253863,Umaria,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
vxMzutiycI,,505,null,16,Umred,289,20.85396,51794,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Umred,Umrer",79.32466,P,8/7/15,,IN,PPL,1253807,Umred,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
muHuslHyzT,,133,null,36,_n,253,29.58479,15007,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Un,_n",77.2554,P,4/8/15,,IN,PPL,1253785,Un,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
bVSdYOpwwP,,525,null,16,Umarga,580,17.83841,32181,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Umarga,76.62331,P,10/13/14,,IN,PPL,1253870,Umarga,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
SuVJ1a9Coi,,510,null,16,Umarkhed,424,19.60144,35265,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Umarkhed,77.68878,P,10/13/14,,IN,PPL,1253861,Umarkhed,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
PGwFbEna02,,481,null,9,Umr_la,27,21.84353,11874,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),,71.80305,P,10/13/14,,IN,PPL,1253815,Umrala,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
jN3CM0sEn4,,156,null,36,Ugu,134,26.79681,6518,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Ugu,80.32093,P,10/14/14,,IN,PPL,1253930,Ugu,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
xSdReZT27e,,435,null,35,Ujjain,494,23.18239,457346,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Uddzhajn,Uddzsain,Uddzsa�n,Udzajin,Udzdzain,Ud_d_ain,Ujjain,ajyn,awjayn,awjayyn,awjyn,ujain,ujaina,ujaini,ujjain,ujjaina,ujjayini,ujjeyan,wu du yan na,_______,______,____,_______,______,_____,_____,______,_________,______,_____,______,________,_______,________,_______,______,______,____,___",75.77643,P,10/14/14,,IN,PPL,1253914,Ujjain,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
Hq0UhCS6W1,,575,null,19,Ullal,18,12.80569,59116,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Ulaul,Ullai,Ullal,Ull_l",74.86058,P,6/10/16,,IN,PPL,1253888,Ullal,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
YcxktSpMX1,,457,null,35,Ukw_,630,21.97102,7369,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Ukwa,Ukw_",80.46625,P,6/10/20,,IN,PPL,1253898,Ukwa,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
6FltSFOQCc,,569,null,19,Udupi,33,13.33467,165000,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Udipi,Udupi,udupi,wu du pi,_____,___",74.74617,P,3/26/18,,IN,PPL,1253952,Udupi,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
hq52cfK7Cd,,446,null,35,Udaipura,325,23.07434,15473,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Udaipura,78.51108,P,4/8/15,,IN,PPL,1253984,Udaipura,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
2ZfZlN6jCS,,127,null,24,Udpura,338,24.73355,10014,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),Udpura,75.97514,P,10/14/14,,IN,PPL,1253947,Udpura,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
AbPTKdqFBG,,525,null,16,Tulj_pur,647,18.00804,35596,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Tuljapur,Tulj_pur",76.07011,P,10/13/14,,IN,PPL,1254111,Tuljapur,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
Lb5280WZF9,,524,null,16,Udg_r,643,18.39258,101064,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Udgir,Udg_r",77.11756,P,10/13/14,,IN,PPL,1253958,Udgir,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
oO1LXufXNK,,506,null,16,Tumsar,278,21.38333,43218,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),"Tumsar,tmsr,tu mu sa er,tumasara,____,_____,______,____",79.73333,P,10/13/14,,IN,PPL,1254080,Tumsar,Asia/Kolkata,Wed Oct 07 2020 23:51:29 GMT+0530 (India Standard Time),
